
TIME STEP:
160 = 0.2ms

VOLTAGE STEP:
CH1:  32 = 0.1V
CH2:  32 = 0.1V

N	CH1	CH2
2103	71	137
2104	71	136
2105	73	136
2106	74	136
2107	75	136
2108	76	136
2109	77	136
2110	78	136
2111	79	136
2112	80	136
2113	81	136
2114	82	136
2115	83	136
2116	84	136
2117	85	136
2118	85	137
2119	86	136
2120	87	136
2121	88	136
2122	88	136
2123	89	136
2124	89	136
2125	90	136
2126	90	136
2127	91	136
2128	91	137
2129	91	136
2130	92	136
2131	92	136
2132	92	136
2133	92	137
2134	92	136
2135	93	136
2136	93	136
2137	93	136
2138	93	137
2139	93	136
2140	93	136
2141	93	136
2142	94	137
2143	94	136
2144	94	136
2145	94	136
2146	93	136
2147	93	136
2148	93	137
2149	93	136
2150	93	136
2151	93	137
2152	91	136
2153	92	136
2154	92	136
2155	91	136
2156	91	136
2157	91	136
2158	90	136
2159	90	136
2160	89	136
2161	89	136
2162	88	136
2163	88	136
2164	87	136
2165	87	136
2166	86	136
2167	85	136
2168	85	136
2169	85	137
2170	84	136
2171	83	136
2172	83	136
2173	83	136
2174	83	136
2175	82	137
2176	82	136
2177	82	137
2178	82	136
2179	82	136
2180	82	136
2181	82	136
2182	82	137
2183	82	136
2184	82	136
2185	82	136
2186	83	137
2187	83	136
2188	83	136
2189	83	136
2190	84	136
2191	84	136
2192	85	136
2193	85	136
2194	85	136
2195	86	137
2196	86	136
2197	86	136
2198	87	136
2199	87	137
2200	87	136
2201	88	136
2202	88	136
2203	88	136
2204	88	136
2205	88	136
2206	89	136
2207	89	136
2208	89	136
2209	89	137
2210	89	136
2211	89	137
2212	90	136
2213	90	136
2214	90	137
2215	90	137
2216	90	136
2217	90	136
2218	90	137
2219	90	136
2220	90	136
2221	90	137
2222	90	137
2223	90	136
2224	90	136
2225	90	136
2226	89	136
2227	90	137
2228	90	137
2229	90	137
2230	90	136
2231	90	136
2232	90	136
2233	89	137
2234	89	137
2235	89	137
2236	88	137
2237	88	136
2238	87	137
2239	87	137
2240	86	137
2241	86	137
2242	85	137
2243	84	136
2244	84	137
2245	83	136
2246	82	137
2247	81	137
2248	81	137
2249	80	137
2250	79	137
2251	78	137
2252	77	137
2253	76	137
2254	75	136
2255	74	137
2256	73	136
2257	73	137
2258	72	136
2259	71	137
2260	70	136
2261	69	136
2262	68	137
2263	67	136
2264	67	137
2265	66	137
2266	65	137
2267	64	136
2268	63	136
2269	63	137
2270	62	136
2271	62	137
2272	61	136
2273	61	136
2274	60	136
2275	60	137
2276	60	137
2277	59	137
2278	58	137
2279	58	136
2280	58	137
2281	57	137
2282	57	137
2283	56	137
2284	56	137
2285	56	137
2286	55	137
2287	55	137
2288	55	137
2289	54	137
2290	54	137
2291	54	137
2292	54	137
2293	54	137
2294	53	136
2295	53	137
2296	53	137
2297	53	137
2298	53	136
2299	53	137
2300	52	136
2301	54	137
2302	54	137
2303	55	137
2304	56	137
2305	56	137
2306	57	137
2307	58	137
2308	58	137
2309	59	137
2310	60	137
2311	61	137
2312	62	137
2313	63	137
2314	64	137
2315	65	137
2316	67	137
2317	68	137
2318	69	137
2319	71	137
2320	72	137
2321	73	137
2322	74	137
2323	76	137
2324	77	137
2325	79	137
2326	80	137
2327	81	137
2328	82	137
2329	83	137
2330	84	137
2331	86	137
2332	87	137
2333	88	137
2334	89	137
2335	90	137
2336	91	137
2337	92	137
2338	93	137
2339	94	137
2340	95	137
2341	96	137
2342	97	137
2343	97	137
2344	99	137
2345	99	137
2346	100	137
2347	101	137
2348	102	137
2349	103	137
2350	104	137
2351	105	137
2352	106	137
2353	106	137
2354	107	137
2355	108	137
2356	109	137
2357	110	137
2358	110	137
2359	111	137
2360	112	137
2361	112	137
2362	113	137
2363	113	137
2364	113	137
2365	114	137
2366	114	137
2367	114	137
2368	114	137
2369	114	137
2370	113	137
2371	113	137
2372	113	137
2373	112	137
2374	110	137
2375	111	137
2376	110	137
2377	109	137
2378	108	137
2379	107	137
2380	106	137
2381	105	137
2382	104	137
2383	103	137
2384	102	137
2385	101	137
2386	99	137
2387	98	137
2388	97	137
2389	97	137
2390	95	137
2391	94	137
2392	94	137
2393	92	137
2394	92	137
2395	90	137
2396	89	137
2397	89	137
2398	88	137
2399	87	137
2400	86	137
2401	85	137
2402	84	137
2403	83	137
2404	82	137
2405	82	137
2406	81	137
2407	80	137
2408	79	137
2409	78	137
2410	77	137
2411	76	137
2412	75	137
2413	74	137
2414	73	137
2415	72	137
2416	71	137
2417	70	137
2418	70	137
2419	68	137
2420	68	137
2421	67	137
2422	65	137
2423	65	137
2424	64	137
2425	63	137
2426	63	137
2427	62	137
2428	62	137
2429	61	137
2430	61	137
2431	61	137
2432	61	137
2433	61	137
2434	61	137
2435	61	137
2436	61	137
2437	61	137
2438	62	137
2439	62	137
2440	62	137
2441	63	137
2442	63	137
2443	64	137
2444	65	137
2445	65	137
2446	66	137
2447	67	137
2448	66	137
2449	68	137
2450	68	137
2451	69	137
2452	70	137
2453	70	137
2454	71	137
2455	71	137
2456	71	137
2457	72	137
2458	72	137
2459	73	137
2460	73	137
2461	73	137
2462	73	137
2463	73	137
2464	74	137
2465	74	137
2466	74	137
2467	74	137
2468	75	137
2469	75	137
2470	75	137
2471	76	137
2472	76	137
2473	77	137
2474	77	137
2475	77	137
2476	78	137
2477	79	137
2478	79	137
2479	80	137
2480	81	137
2481	81	137
2482	82	137
2483	83	137
2484	84	137
2485	84	137
2486	85	137
2487	86	137
2488	87	137
2489	87	137
2490	88	137
2491	88	137
2492	89	137
2493	90	137
2494	90	137
2495	90	137
2496	91	137
2497	91	137
2498	91	137
2499	91	137
2500	91	137
2501	91	137
2502	91	137
2503	91	137
2504	91	137
2505	90	137
2506	90	137
2507	90	137
2508	89	137
2509	89	137
2510	89	137
2511	88	137
2512	88	137
2513	87	137
2514	87	137
2515	87	137
2516	86	137
2517	86	137
2518	85	137
2519	85	137
2520	85	137
2521	85	137
2522	83	137
2523	85	137
2524	85	137
2525	85	137
2526	85	137
2527	85	137
2528	84	137
2529	85	137
2530	85	137
2531	85	137
2532	85	137
2533	85	137
2534	85	137
2535	85	137
2536	85	137
2537	85	137
2538	85	137
2539	85	137
2540	84	137
2541	84	137
2542	84	137
2543	84	137
2544	84	137
2545	83	137
2546	83	137
2547	83	137
2548	82	137
2549	82	137
2550	82	137
2551	82	137
2552	82	137
2553	82	137
2554	81	137
2555	81	137
2556	81	137
2557	81	137
2558	81	137
2559	81	137
2560	81	137
2561	82	137
2562	82	137
2563	82	137
2564	82	137
2565	83	137
2566	83	137
2567	84	137
2568	85	137
2569	85	137
2570	86	137
2571	87	137
2572	88	137
2573	89	137
2574	90	137
2575	90	137
2576	91	137
2577	92	137
2578	93	137
2579	94	137
2580	94	137
2581	95	137
2582	96	137
2583	96	137
2584	97	137
2585	97	137
2586	98	137
2587	99	137
2588	99	137
2589	100	137
2590	100	137
2591	100	137
2592	101	137
2593	102	137
2594	102	137
2595	102	137
2596	101	137
2597	103	137
2598	103	137
2599	103	137
2600	103	137
2601	104	137
2602	104	137
2603	105	137
2604	105	137
2605	105	137
2606	106	137
2607	106	137
2608	106	137
2609	107	137
2610	107	137
2611	107	137
2612	108	137
2613	108	137
2614	109	137
2615	109	137
2616	109	137
2617	109	137
2618	109	137
2619	109	137
2620	109	137
2621	109	137
2622	109	137
2623	109	137
2624	109	137
2625	109	137
2626	109	137
2627	108	137
2628	108	136
2629	107	136
2630	107	137
2631	106	137
2632	105	136
2633	105	136
2634	104	137
2635	103	137
2636	102	137
2637	102	137
2638	100	137
2639	100	137
2640	99	136
2641	98	136
2642	97	137
2643	96	137
2644	95	137
2645	94	137
2646	94	137
2647	92	136
2648	91	136
2649	91	137
2650	90	136
2651	89	137
2652	88	136
2653	87	136
2654	87	137
2655	86	136
2656	86	136
2657	85	136
2658	85	136
2659	84	137
2660	84	137
2661	83	136
2662	82	136
2663	82	136
2664	82	136
2665	82	137
2666	81	136
2667	81	136
2668	81	136
2669	81	136
2670	79	135
2671	80	136
2672	80	136
2673	79	136
2674	79	136
2675	79	136
2676	78	136
2677	78	136
2678	78	136
2679	78	136
2680	78	136
2681	78	136
2682	77	136
2683	78	136
2684	78	136
2685	77	136
2686	77	136
2687	78	136
2688	78	136
2689	78	136
2690	78	136
2691	78	136
2692	79	136
2693	79	136
2694	80	136
2695	80	136
2696	81	136
2697	81	136
2698	82	136
2699	82	136
2700	83	136
2701	84	136
2702	85	136
2703	86	136
2704	87	136
2705	88	136
2706	89	136
2707	90	136
2708	90	136
2709	91	136
2710	92	136
2711	93	136
2712	94	136
2713	94	136
2714	95	136
2715	95	136
2716	96	136
2717	97	136
2718	97	136
2719	98	136
2720	98	136
2721	99	136
2722	99	136
2723	99	136
2724	99	136
2725	100	136
2726	100	136
2727	100	136
2728	100	136
2729	100	136
2730	100	136
2731	100	136
2732	100	136
2733	100	136
2734	100	136
2735	99	136
2736	99	136
2737	99	136
2738	99	136
2739	99	136
2740	99	136
2741	98	136
2742	98	136
2743	98	136
2744	96	136
2745	97	136
2746	97	136
2747	97	136
2748	97	136
2749	96	136
2750	96	136
2751	95	136
2752	95	136
2753	94	136
2754	94	136
2755	94	136
2756	93	136
2757	93	136
2758	92	136
2759	92	136
2760	91	136
2761	90	136
2762	90	136
2763	89	136
2764	88	136
2765	88	137
2766	87	136
2767	86	136
2768	85	136
2769	84	136
2770	84	136
2771	83	136
2772	82	136
2773	81	136
2774	80	136
2775	80	136
2776	79	136
2777	78	136
2778	78	136
2779	77	136
2780	77	136
2781	76	136
2782	75	136
2783	75	136
2784	74	136
2785	74	136
2786	73	136
2787	73	136
2788	73	136
2789	73	136
2790	72	136
2791	72	136
2792	72	136
2793	72	136
2794	72	136
2795	71	136
2796	71	136
2797	71	136
2798	71	136
2799	71	136
2800	70	136
2801	70	136
2802	70	136
2803	70	136
2804	70	136
2805	70	136
2806	70	136
2807	70	136
2808	70	136
2809	70	136
2810	70	136
2811	70	136
2812	70	136
2813	70	136
2814	70	136
2815	70	136
2816	70	136
2817	71	136
2818	70	136
2819	71	136
2820	72	136
2821	72	136
2822	72	136
2823	73	136
2824	73	136
2825	74	136
2826	74	136
2827	74	136
2828	75	136
2829	76	136
2830	76	136
2831	77	136
2832	77	136
2833	77	136
2834	78	136
2835	79	136
2836	79	136
2837	80	136
2838	80	136
2839	81	136
2840	81	136
2841	81	136
2842	82	136
2843	82	136
2844	82	136
2845	82	136
2846	83	136
2847	83	136
2848	83	136
2849	83	136
2850	83	136
2851	83	136
2852	83	136
2853	84	136
2854	83	136
2855	84	136
2856	83	136
2857	83	136
2858	84	136
2859	83	136
2860	83	135
2861	83	136
2862	83	136
2863	84	136
2864	84	136
2865	83	136
2866	83	136
2867	83	136
2868	83	136
2869	83	136
2870	83	136
2871	83	136
2872	83	136
2873	83	136
2874	82	136
2875	82	136
2876	82	136
2877	82	136
2878	82	136
2879	82	136
2880	82	136
2881	82	136
2882	81	136
2883	81	136
2884	81	136
2885	80	136
2886	80	136
2887	80	136
2888	80	136
2889	79	136
2890	79	136
2891	78	136
2892	77	136
2893	78	136
2894	78	136
2895	77	136
2896	77	136
2897	77	136
2898	77	136
2899	77	136
2900	77	136
2901	77	136
2902	76	136
2903	76	136
2904	76	136
2905	76	136
2906	76	136
2907	76	136
2908	76	136
2909	76	136
2910	77	136
2911	76	136
2912	77	136
2913	77	136
2914	77	136
2915	77	136
2916	77	136
2917	77	136
2918	78	136
2919	78	136
2920	79	136
2921	79	136
2922	79	136
2923	80	136
2924	80	136
2925	80	136
2926	81	136
2927	81	135
2928	82	136
2929	82	136
2930	82	136
2931	83	136
2932	83	136
2933	84	136
2934	85	136
2935	85	136
2936	86	136
2937	86	136
2938	87	136
2939	87	136
2940	88	136
2941	88	136
2942	89	136
2943	90	136
2944	91	136
2945	91	136
2946	92	136
2947	93	136
2948	93	136
2949	94	136
2950	94	136
2951	95	135
2952	96	135
2953	96	136
2954	97	136
2955	98	136
2956	98	136
2957	99	136
2958	100	136
2959	100	136
2960	101	135
2961	101	136
2962	102	136
2963	102	136
2964	102	135
2965	103	136
2966	102	135
2967	103	135
2968	104	136
2969	104	136
2970	104	136
2971	104	136
2972	104	136
2973	104	136
2974	104	136
2975	104	136
2976	104	136
2977	103	135
2978	103	135
2979	103	135
2980	102	135
2981	102	135
2982	102	135
2983	102	136
2984	101	135
2985	100	135
2986	100	136
2987	100	135
2988	99	135
2989	99	136
2990	98	135
2991	97	135
2992	97	136
2993	97	135
2994	96	135
2995	96	135
2996	95	135
2997	95	135
2998	94	136
2999	94	135
3000	93	135
3001	93	136
3002	92	135
3003	92	135
3004	91	135
3005	90	135
3006	90	135
3007	89	135
3008	89	135
3009	88	135
3010	88	135
3011	87	135
3012	86	135
3013	86	135
3014	85	135
3015	85	135
3016	84	135
3017	84	135
3018	83	135
3019	83	135
3020	82	135
3021	82	135
3022	81	135
3023	81	135
3024	80	135
3025	80	135
3026	80	135
3027	80	135
3028	79	135
3029	79	135
3030	79	135
3031	78	135
3032	78	135
3033	78	135
3034	78	135
3035	78	135
3036	78	135
3037	78	135
3038	78	135
3039	77	135
3040	76	135
3041	78	135
3042	77	135
3043	78	135
3044	78	135
3045	78	135
3046	78	135
3047	78	135
3048	78	135
3049	78	135
3050	79	135
3051	79	135
3052	79	135
3053	79	135
3054	79	135
3055	80	135
3056	80	135
3057	80	135
3058	81	135
3059	80	135
3060	81	135
3061	81	135
3062	82	135
3063	82	135
3064	82	135
3065	82	135
3066	83	135
3067	83	135
3068	84	135
3069	84	135
3070	84	135
3071	85	135
3072	85	135
3073	85	135
3074	86	135
3075	86	135
3076	87	135
3077	87	135
3078	87	135
3079	87	135
3080	88	135
3081	88	135
3082	88	135
3083	89	135
3084	89	135
3085	89	135
3086	89	135
3087	90	135
3088	90	135
3089	90	135
3090	90	135
3091	90	135
3092	91	135
3093	91	135
3094	91	135
3095	91	135
3096	91	135
3097	91	135
3098	91	135
3099	91	135
3100	91	135
3101	91	135
3102	91	135
3103	91	135
3104	91	135
3105	91	135
3106	91	135
3107	91	135
3108	90	135
3109	90	135
3110	90	135
3111	90	135
3112	90	135
3113	89	135
3114	87	134
3115	89	135
3116	88	135
3117	88	135
3118	87	135
3119	87	135
3120	86	135
3121	86	135
3122	85	135
3123	85	135
3124	84	135
3125	83	135
3126	83	135
3127	82	135
3128	82	135
3129	81	134
3130	80	135
3131	80	135
3132	79	135
3133	79	135
3134	78	135
3135	78	135
3136	77	135
3137	77	135
3138	76	135
3139	75	135
3140	75	135
3141	74	135
3142	73	135
3143	73	135
3144	72	135
3145	72	135
3146	71	135
3147	71	135
3148	70	135
3149	70	135
3150	70	135
3151	69	135
3152	69	135
3153	68	135
3154	68	135
3155	68	135
3156	67	135
3157	67	135
3158	67	135
3159	67	135
3160	67	135
3161	66	134
3162	67	135
3163	66	135
3164	67	135
3165	66	135
3166	67	134
3167	67	135
3168	67	135
3169	67	134
3170	67	135
3171	67	135
3172	68	135
3173	68	135
3174	68	134
3175	69	135
3176	69	135
3177	70	134
3178	70	135
3179	71	135
3180	71	135
3181	72	135
3182	72	134
3183	73	135
3184	73	135
3185	74	135
3186	74	135
3187	75	135
3188	74	135
3189	77	135
3190	77	135
3191	78	135
3192	79	135
3193	79	135
3194	80	135
3195	81	135
3196	82	135
3197	82	135
3198	83	135
3199	84	135
3200	85	135
3201	86	135
3202	87	135
3203	87	135
3204	88	135
3205	89	135
3206	90	135
3207	91	135
3208	92	135
3209	92	135
3210	93	135
3211	94	135
3212	94	135
3213	95	135
3214	96	135
3215	97	135
3216	97	135
3217	97	135
3218	98	135
3219	98	135
3220	99	135
3221	99	135
3222	100	135
3223	100	135
3224	100	135
3225	101	135
3226	101	135
3227	101	135
3228	101	135
3229	101	135
3230	101	135
3231	101	135
3232	100	135
3233	100	134
3234	100	135
3235	100	135
3236	100	135
3237	99	135
3238	99	135
3239	99	135
3240	98	135
3241	98	135
3242	97	135
3243	97	135
3244	96	135
3245	96	135
3246	95	135
3247	94	135
3248	94	135
3249	93	135
3250	92	135
3251	92	135
3252	91	135
3253	91	135
3254	90	135
3255	89	135
3256	88	135
3257	87	135
3258	87	135
3259	86	135
3260	85	135
3261	85	135
3262	82	134
3263	83	135
3264	82	135
3265	82	135
3266	81	135
3267	80	135
3268	79	135
3269	79	135
3270	78	135
3271	78	135
3272	77	135
3273	76	135
3274	76	135
3275	75	135
3276	74	135
3277	74	135
3278	73	135
3279	73	135
3280	72	135
3281	72	135
3282	71	135
3283	71	135
3284	70	135
3285	70	135
3286	69	135
3287	69	135
3288	68	135
3289	68	135
3290	68	135
3291	67	135
3292	67	135
3293	67	135
3294	67	135
3295	67	135
3296	66	135
3297	67	135
3298	66	135
3299	66	135
3300	66	135
3301	66	134
3302	67	135
3303	67	135
3304	67	134
3305	67	135
3306	67	135
3307	67	135
3308	68	135
3309	68	135
3310	69	135
3311	69	135
3312	69	134
3313	70	135
3314	70	135
3315	70	135
3316	71	135
3317	71	135
3318	72	135
3319	72	135
3320	72	134
3321	73	134
3322	73	134
3323	74	135
3324	74	134
3325	74	135
3326	75	135
3327	75	134
3328	76	135
3329	76	135
3330	77	134
3331	77	135
3332	77	134
3333	77	135
3334	78	135
3335	78	135
3336	77	134
3337	79	135
3338	79	135
3339	79	134
3340	80	134
3341	80	135
3342	80	135
3343	80	135
3344	80	135
3345	80	134
3346	80	135
3347	80	135
3348	80	134
3349	81	135
3350	80	134
3351	80	135
3352	80	135
3353	80	135
3354	80	134
3355	79	135
3356	79	134
3357	79	134
3358	78	135
3359	78	135
3360	78	135
3361	78	135
3362	77	135
3363	77	135
3364	76	135
3365	75	134
3366	75	135
3367	74	135
3368	74	135
3369	73	134
3370	73	135
3371	72	134
3372	72	135
3373	71	135
3374	71	135
3375	70	134
3376	70	134
3377	69	135
3378	68	134
3379	68	134
3380	67	134
3381	67	135
3382	66	134
3383	66	135
3384	65	134
3385	65	135
3386	65	134
3387	65	134
3388	64	134
3389	64	135
3390	64	134
3391	64	135
3392	63	135
3393	64	134
3394	63	135
3395	63	134
3396	63	134
3397	63	134
3398	63	134
3399	64	134
3400	63	134
3401	63	134
3402	64	134
3403	64	134
3404	64	135
3405	65	134
3406	65	134
3407	65	135
3408	65	135
3409	66	134
3410	65	134
3411	66	134
3412	67	134
3413	67	134
3414	68	135
3415	68	135
3416	69	134
3417	69	135
3418	70	134
3419	70	134
3420	70	134
3421	71	134
3422	71	134
3423	72	134
3424	72	134
3425	73	134
3426	73	134
3427	74	134
3428	74	134
3429	74	134
3430	75	134
3431	75	134
3432	76	134
3433	76	134
3434	77	134
3435	77	134
3436	77	134
3437	78	134
3438	78	134
3439	78	134
3440	79	134
3441	79	134
3442	79	134
3443	79	134
3444	80	134
3445	80	134
3446	81	134
3447	81	134
3448	81	134
3449	81	134
3450	82	134
3451	82	134
3452	82	134
3453	82	134
3454	82	134
3455	82	134
3456	82	134
3457	82	134
3458	82	134
3459	82	134
3460	82	134
3461	82	134
3462	82	134
3463	82	134
3464	82	134
3465	81	134
3466	81	134
3467	81	134
3468	81	134
3469	80	134
3470	80	134
3471	79	134
3472	79	134
3473	79	134
3474	78	134
3475	78	134
3476	77	134
3477	77	134
3478	76	134
3479	76	134
3480	75	134
3481	75	134
3482	74	134
3483	74	134
3484	72	134
3485	73	134
3486	72	134
3487	72	135
3488	71	134
3489	71	134
3490	70	135
3491	70	134
3492	69	134
3493	69	134
3494	69	134
3495	68	134
3496	68	134
3497	67	134
3498	67	134
3499	67	134
3500	66	134
3501	66	134
3502	66	134
3503	66	134
3504	65	134
3505	65	134
3506	65	134
3507	65	134
3508	65	134
3509	65	134
3510	64	134
3511	64	134
3512	64	134
3513	64	134
3514	64	134
3515	64	134
3516	64	134
3517	63	134
3518	63	134
3519	64	134
3520	63	134
3521	63	134
3522	63	134
3523	64	134
3524	64	135
3525	64	134
3526	64	134
3527	64	134
3528	64	134
3529	64	134
3530	64	134
3531	65	134
3532	65	134
3533	65	134
3534	65	134
3535	66	134
3536	66	134
3537	66	134
3538	67	134
3539	67	134
3540	67	134
3541	68	134
3542	68	134
3543	69	134
3544	69	134
3545	70	134
3546	70	134
3547	71	134
3548	71	134
3549	71	134
3550	72	135
3551	72	134
3552	72	134
3553	73	134
3554	73	134
3555	73	135
3556	74	134
3557	74	134
3558	73	134
3559	75	134
3560	75	134
3561	75	134
3562	76	134
3563	76	134
3564	76	134
3565	76	134
3566	76	134
3567	77	135
3568	77	134
3569	77	135
3570	77	134
3571	77	134
3572	77	134
3573	77	134
3574	77	135
3575	77	135
3576	77	135
3577	77	135
3578	77	134
3579	77	134
3580	77	135
3581	77	134
3582	77	134
3583	77	135
3584	77	134
3585	77	134
3586	77	134
3587	77	134
3588	77	134
3589	77	134
3590	77	134
3591	77	135
3592	77	134
3593	77	134
3594	77	134
3595	77	135
3596	77	135
3597	77	135
3598	77	134
3599	77	135
3600	77	135
3601	77	134
3602	77	135
3603	77	135
3604	77	135
3605	77	134
3606	77	135
3607	77	135
3608	77	134
3609	77	135
3610	77	135
3611	77	135
3612	77	134
3613	77	135
3614	77	134
3615	77	135
3616	78	135
3617	77	135
3618	78	135
3619	78	135
3620	78	135
3621	78	135
3622	78	134
3623	79	135
3624	79	135
3625	79	135
3626	79	135
3627	79	135
3628	80	135
3629	80	135
3630	80	135
3631	80	135
3632	79	135
3633	81	135
3634	81	135
3635	82	135
3636	82	135
3637	82	135
3638	82	135
3639	82	135
3640	83	135
3641	83	135
3642	83	135
3643	84	135
3644	84	135
3645	84	135
3646	84	135
3647	85	135
3648	85	135
3649	85	135
3650	85	135
3651	85	135
3652	86	135
3653	86	135
3654	86	135
3655	86	135
3656	86	135
3657	86	135
3658	86	135
3659	87	135
3660	87	135
3661	87	135
3662	87	135
3663	87	135
3664	87	135
3665	87	135
3666	87	135
3667	87	135
3668	87	135
3669	87	135
3670	87	135
3671	87	136
3672	87	135
3673	87	135
3674	87	136
3675	87	136
3676	87	136
3677	87	136
3678	87	136
3679	86	136
3680	86	136
3681	86	136
3682	86	136
3683	86	136
3684	86	136
3685	85	137
3686	85	137
3687	85	137
3688	85	137
3689	85	137
3690	85	137
3691	85	137
3692	84	137
3693	84	138
3694	84	138
3695	83	138
3696	83	138
3697	83	139
3698	83	139
3699	83	140
3700	83	140
3701	82	141
3702	82	141
3703	82	141
3704	82	142
3705	82	143
3706	80	143
3707	81	144
3708	81	145
3709	81	146
3710	81	146
3711	81	147
3712	80	148
3713	80	149
3714	80	150
3715	80	151
3716	79	152
3717	79	153
3718	79	154
3719	79	155
3720	79	157
3721	79	158
3722	78	159
3723	78	160
3724	78	161
3725	78	162
3726	78	163
3727	78	165
3728	77	166
3729	77	167
3730	77	169
3731	77	170
3732	77	171
3733	77	173
3734	77	174
3735	77	175
3736	77	177
3737	77	178
3738	77	179
3739	76	181
3740	76	182
3741	76	183
3742	76	184
3743	76	186
3744	76	186
3745	75	188
3746	75	189
3747	76	190
3748	75	191
3749	75	192
3750	74	193
3751	74	193
3752	74	194
3753	74	195
3754	74	196
3755	74	196
3756	73	197
3757	73	198
3758	73	198
3759	73	199
3760	72	199
3761	72	199
3762	72	199
3763	72	199
3764	72	199
3765	71	199
3766	71	199
3767	71	199
3768	71	199
3769	71	198
3770	70	198
3771	70	197
3772	70	197
3773	70	195
3774	70	195
3775	70	194
3776	70	193
3777	70	192
3778	70	191
3779	70	191
3780	68	189
3781	70	188
3782	70	186
3783	70	185
3784	70	184
3785	70	182
3786	70	181
3787	70	179
3788	70	178
3789	70	176
3790	70	174
3791	70	173
3792	70	171
3793	70	170
3794	70	168
3795	70	167
3796	70	165
3797	70	163
3798	70	161
3799	71	160
3800	71	158
3801	71	157
3802	71	155
3803	71	153
3804	71	152
3805	71	150
3806	71	148
3807	71	146
3808	71	145
3809	71	143
3810	71	142
3811	71	140
3812	71	139
3813	71	137
3814	71	136
3815	71	134
3816	71	133
3817	71	132
3818	71	131
3819	71	129
3820	71	128
3821	70	127
3822	70	127
3823	70	126
3824	70	125
3825	70	124
3826	70	124
3827	69	123
3828	69	122
3829	69	122
3830	69	122
3831	68	122
3832	68	122
3833	67	121
3834	67	121
3835	67	121
3836	67	121
3837	66	121
3838	65	122
3839	65	122
3840	65	122
3841	65	123
3842	65	123
3843	64	124
3844	64	125
3845	64	125
3846	63	126
3847	63	127
3848	63	128
3849	63	129
3850	62	129
3851	62	130
3852	62	131
3853	62	132
3854	60	133
3855	61	135
3856	61	136
3857	61	137
3858	61	137
3859	61	139
3860	61	140
3861	61	141
3862	62	142
3863	61	143
3864	62	144
3865	62	145
3866	62	146
3867	62	147
3868	62	148
3869	63	149
3870	63	150
3871	63	150
3872	64	151
3873	64	152
3874	65	152
3875	65	153
3876	65	154
3877	66	154
3878	67	155
3879	67	156
3880	67	156
3881	68	157
3882	69	157
3883	69	157
3884	70	158
3885	70	158
3886	71	158
3887	71	159
3888	71	159
3889	72	159
3890	72	159
3891	73	159
3892	73	160
3893	74	160
3894	74	159
3895	75	160
3896	75	160
3897	75	160
3898	76	160
3899	77	159
3900	77	159
3901	77	159
3902	78	159
3903	78	159
3904	78	159
3905	79	158
3906	79	158
3907	79	157
3908	80	157
3909	80	157
3910	81	156
3911	81	156
3912	81	155
3913	81	155
3914	81	154
3915	82	154
3916	82	154
3917	82	153
3918	82	152
3919	82	151
3920	82	151
3921	82	151
3922	82	150
3923	82	149
3924	81	149
3925	82	149
3926	81	148
3927	81	148
3928	79	146
3929	81	147
3930	80	146
3931	80	146
3932	80	145
3933	79	145
3934	79	145
3935	79	144
3936	78	144
3937	78	144
3938	77	143
3939	77	143
3940	77	143
3941	76	142
3942	76	142
3943	75	142
3944	75	142
3945	75	141
3946	74	141
3947	74	141
3948	73	140
3949	73	140
3950	72	140
3951	72	140
3952	71	139
3953	71	139
3954	71	139
3955	70	139
3956	70	138
3957	69	138
3958	69	137
3959	69	137
3960	68	137
3961	67	137
3962	67	136
3963	67	136
3964	67	135
3965	66	135
3966	66	135
3967	66	134
3968	66	134
3969	65	134
3970	65	133
3971	65	133
3972	65	133
3973	65	132
3974	65	132
3975	65	131
3976	65	131
3977	65	131
3978	65	131
3979	65	130
3980	65	130
3981	65	130
3982	65	129
3983	65	129
3984	65	129
3985	66	129
3986	66	128
3987	66	128
3988	66	127
3989	66	127
3990	66	127
3991	66	127
3992	66	126
3993	66	126
3994	67	126
3995	67	125
3996	67	125
3997	67	125
3998	67	125
3999	67	124
4000	68	123
4001	67	123
4002	66	122
4003	68	122
4004	68	122
4005	68	121
4006	68	121
4007	68	120
4008	68	120
4009	68	119
4010	69	119
4011	69	119
4012	69	118
4013	69	118
4014	69	117
4015	69	117
4016	69	116
4017	69	116
4018	70	116
4019	70	115
4020	70	115
4021	70	115
4022	70	115
4023	70	114
4024	70	114
4025	70	114
4026	70	113
4027	71	113
4028	71	113
4029	71	113
4030	71	112
4031	71	112
4032	71	112
4033	71	112
4034	71	112
4035	71	112
4036	71	111
4037	71	112
4038	72	112
4039	71	111
4040	71	111
4041	72	112
4042	72	112
4043	72	112
4044	72	112
4045	72	112
4046	72	112
4047	72	112
4048	72	112
4049	72	113
4050	72	113
4051	72	113
4052	72	114
4053	72	114
4054	72	114
4055	73	115
4056	73	115
4057	73	116
4058	73	116
4059	73	117
4060	73	117
4061	73	118
4062	73	118
4063	73	119
4064	74	120
4065	74	120
4066	74	120
4067	74	121
4068	74	122
4069	75	122
4070	74	123
4071	75	123
4072	75	124
4073	75	125
4074	75	125
4075	75	125
4076	74	126
4077	76	126
4078	76	127
4079	76	127
4080	77	128
4081	76	128
4082	77	129
4083	77	129
4084	77	129
4085	77	129
4086	77	130
4087	77	130
4088	78	130
4089	78	130
4090	78	131
4091	78	131
4092	78	131
