
TIME STEP:
160 = 0.2ms

VOLTAGE STEP:
CH1:  32 = 0.1V
CH2:  32 = 0.1V

N	CH1	CH2
2103	69	136
2104	68	135
2105	68	136
2106	67	135
2107	66	135
2108	66	135
2109	65	135
2110	65	136
2111	64	136
2112	64	136
2113	63	135
2114	63	135
2115	62	135
2116	63	136
2117	63	136
2118	63	135
2119	63	136
2120	63	136
2121	63	136
2122	64	136
2123	64	136
2124	65	136
2125	65	136
2126	65	135
2127	66	136
2128	67	136
2129	67	136
2130	67	136
2131	68	136
2132	68	136
2133	69	135
2134	69	135
2135	69	135
2136	69	135
2137	70	136
2138	70	136
2139	70	135
2140	70	136
2141	70	135
2142	69	136
2143	69	136
2144	69	135
2145	69	136
2146	68	136
2147	68	136
2148	67	135
2149	67	135
2150	67	135
2151	67	135
2152	67	135
2153	66	135
2154	66	135
2155	66	136
2156	66	135
2157	66	135
2158	67	136
2159	66	135
2160	67	135
2161	67	135
2162	67	135
2163	68	136
2164	68	135
2165	69	135
2166	69	136
2167	70	135
2168	70	135
2169	71	136
2170	71	135
2171	72	135
2172	72	135
2173	73	135
2174	73	136
2175	74	136
2176	74	136
2177	74	135
2178	74	135
2179	75	136
2180	75	135
2181	75	135
2182	75	135
2183	75	135
2184	75	135
2185	75	135
2186	75	136
2187	74	135
2188	74	136
2189	73	135
2190	74	136
2191	74	136
2192	73	136
2193	73	136
2194	73	135
2195	73	135
2196	73	136
2197	72	135
2198	72	135
2199	72	136
2200	72	136
2201	72	135
2202	72	135
2203	72	135
2204	72	135
2205	72	135
2206	72	136
2207	73	136
2208	73	136
2209	73	136
2210	73	136
2211	73	136
2212	73	135
2213	73	136
2214	73	135
2215	73	136
2216	73	135
2217	73	135
2218	73	135
2219	73	135
2220	73	136
2221	73	135
2222	72	135
2223	72	136
2224	71	135
2225	71	135
2226	71	135
2227	70	135
2228	70	135
2229	70	136
2230	69	135
2231	69	135
2232	68	135
2233	68	135
2234	67	135
2235	67	135
2236	66	135
2237	66	135
2238	66	135
2239	66	136
2240	66	136
2241	65	136
2242	65	135
2243	65	136
2244	65	136
2245	65	135
2246	66	135
2247	66	135
2248	66	135
2249	66	135
2250	67	135
2251	67	135
2252	67	135
2253	67	135
2254	68	135
2255	68	135
2256	69	136
2257	69	135
2258	69	135
2259	70	135
2260	70	136
2261	71	136
2262	71	136
2263	70	135
2264	71	135
2265	72	136
2266	72	135
2267	72	135
2268	73	136
2269	73	135
2270	73	136
2271	73	135
2272	73	135
2273	74	136
2274	74	136
2275	74	135
2276	75	136
2277	75	136
2278	75	136
2279	76	135
2280	76	135
2281	77	135
2282	77	135
2283	78	135
2284	78	135
2285	79	135
2286	79	135
2287	80	136
2288	81	136
2289	82	135
2290	82	135
2291	84	135
2292	84	136
2293	85	135
2294	86	136
2295	87	136
2296	88	135
2297	89	135
2298	90	136
2299	90	135
2300	91	135
2301	92	135
2302	93	135
2303	93	135
2304	94	136
2305	94	136
2306	95	135
2307	95	135
2308	96	135
2309	96	135
2310	96	135
2311	97	135
2312	97	135
2313	97	136
2314	97	135
2315	97	135
2316	97	136
2317	98	135
2318	98	135
2319	98	135
2320	98	136
2321	98	135
2322	98	135
2323	98	136
2324	98	136
2325	98	136
2326	98	135
2327	98	135
2328	98	135
2329	98	135
2330	98	135
2331	98	135
2332	98	136
2333	98	135
2334	98	135
2335	98	135
2336	98	135
2337	97	135
2338	99	136
2339	99	135
2340	99	136
2341	98	135
2342	99	136
2343	99	135
2344	98	135
2345	98	135
2346	98	135
2347	98	136
2348	98	135
2349	98	135
2350	98	136
2351	97	136
2352	97	135
2353	97	135
2354	97	136
2355	96	135
2356	96	136
2357	95	135
2358	95	135
2359	94	135
2360	94	135
2361	94	136
2362	93	135
2363	92	135
2364	92	136
2365	91	135
2366	90	135
2367	90	135
2368	89	135
2369	88	135
2370	88	135
2371	87	136
2372	87	135
2373	86	135
2374	85	136
2375	85	135
2376	84	135
2377	84	135
2378	83	135
2379	83	136
2380	83	135
2381	82	135
2382	82	136
2383	82	135
2384	81	135
2385	81	135
2386	81	135
2387	80	135
2388	80	135
2389	80	135
2390	79	135
2391	79	135
2392	78	135
2393	78	136
2394	78	135
2395	78	135
2396	77	135
2397	77	135
2398	77	136
2399	76	135
2400	76	135
2401	76	135
2402	75	135
2403	75	135
2404	75	135
2405	75	135
2406	74	135
2407	74	135
2408	74	135
2409	74	135
2410	74	135
2411	72	135
2412	73	135
2413	73	135
2414	73	136
2415	73	136
2416	73	135
2417	73	136
2418	73	135
2419	73	135
2420	73	135
2421	73	135
2422	74	135
2423	74	135
2424	74	135
2425	74	136
2426	75	135
2427	75	135
2428	75	135
2429	76	136
2430	77	135
2431	77	135
2432	77	135
2433	78	136
2434	78	135
2435	78	135
2436	79	135
2437	79	135
2438	80	135
2439	80	135
2440	81	135
2441	81	135
2442	81	135
2443	82	135
2444	82	135
2445	82	135
2446	83	135
2447	83	135
2448	84	136
2449	84	135
2450	84	135
2451	85	136
2452	85	135
2453	85	135
2454	85	135
2455	85	135
2456	86	136
2457	86	135
2458	86	135
2459	86	136
2460	86	136
2461	86	135
2462	86	135
2463	87	136
2464	87	136
2465	87	135
2466	87	135
2467	87	135
2468	87	136
2469	88	135
2470	88	135
2471	88	135
2472	88	135
2473	88	135
2474	88	135
2475	88	135
2476	88	135
2477	88	135
2478	88	135
2479	88	135
2480	88	135
2481	88	135
2482	87	135
2483	87	135
2484	87	135
2485	86	135
2486	86	135
2487	86	135
2488	85	135
2489	85	135
2490	84	135
2491	83	135
2492	82	135
2493	82	135
2494	81	135
2495	81	135
2496	80	135
2497	79	135
2498	78	135
2499	78	135
2500	77	135
2501	76	135
2502	76	135
2503	75	135
2504	75	135
2505	74	135
2506	74	135
2507	73	135
2508	73	135
2509	73	135
2510	72	135
2511	72	135
2512	72	135
2513	72	135
2514	71	135
2515	71	135
2516	71	135
2517	71	135
2518	71	135
2519	71	135
2520	71	135
2521	71	135
2522	71	135
2523	71	135
2524	71	135
2525	71	136
2526	71	135
2527	71	135
2528	71	135
2529	71	135
2530	70	135
2531	70	135
2532	70	135
2533	70	135
2534	70	135
2535	70	135
2536	69	135
2537	69	135
2538	69	135
2539	69	135
2540	69	135
2541	68	135
2542	68	135
2543	68	135
2544	68	135
2545	68	135
2546	68	135
2547	68	135
2548	68	135
2549	68	135
2550	68	135
2551	68	135
2552	68	135
2553	68	135
2554	69	135
2555	69	135
2556	69	135
2557	69	135
2558	70	135
2559	69	135
2560	71	135
2561	71	135
2562	71	135
2563	72	135
2564	72	135
2565	72	135
2566	72	135
2567	73	135
2568	73	135
2569	73	135
2570	74	135
2571	74	135
2572	74	135
2573	74	135
2574	74	135
2575	74	135
2576	74	135
2577	74	135
2578	74	135
2579	74	135
2580	74	135
2581	74	135
2582	73	135
2583	73	135
2584	73	135
2585	73	135
2586	73	135
2587	73	135
2588	72	135
2589	72	135
2590	72	135
2591	72	135
2592	72	135
2593	72	135
2594	72	135
2595	72	135
2596	72	135
2597	72	135
2598	71	135
2599	71	135
2600	71	135
2601	71	135
2602	71	135
2603	71	135
2604	71	135
2605	71	135
2606	71	135
2607	71	135
2608	71	135
2609	70	135
2610	70	135
2611	70	135
2612	69	135
2613	69	135
2614	68	135
2615	68	135
2616	67	135
2617	67	135
2618	66	135
2619	66	135
2620	65	135
2621	65	135
2622	64	135
2623	63	135
2624	63	135
2625	62	135
2626	62	135
2627	61	135
2628	61	135
2629	60	135
2630	60	135
2631	59	135
2632	59	135
2633	57	135
2634	58	135
2635	58	135
2636	58	135
2637	58	135
2638	58	135
2639	58	135
2640	58	135
2641	59	135
2642	59	135
2643	59	135
2644	60	135
2645	60	135
2646	60	135
2647	61	135
2648	61	135
2649	62	135
2650	62	135
2651	62	135
2652	63	135
2653	63	135
2654	64	135
2655	64	135
2656	65	135
2657	65	135
2658	65	135
2659	66	135
2660	66	135
2661	67	135
2662	67	135
2663	67	135
2664	68	135
2665	68	135
2666	68	135
2667	69	135
2668	69	135
2669	70	135
2670	70	135
2671	71	135
2672	71	135
2673	72	135
2674	73	135
2675	73	135
2676	74	135
2677	75	135
2678	76	135
2679	77	135
2680	78	135
2681	78	135
2682	79	135
2683	80	135
2684	81	135
2685	82	135
2686	83	135
2687	84	135
2688	85	135
2689	86	135
2690	87	135
2691	87	135
2692	88	135
2693	89	135
2694	90	135
2695	90	135
2696	90	135
2697	90	135
2698	91	135
2699	91	135
2700	91	135
2701	91	135
2702	91	135
2703	91	135
2704	91	135
2705	90	135
2706	90	135
2707	89	135
2708	89	135
2709	89	135
2710	88	135
2711	88	135
2712	87	135
2713	87	135
2714	86	135
2715	85	135
2716	85	135
2717	84	135
2718	83	135
2719	83	135
2720	82	135
2721	82	135
2722	81	135
2723	80	135
2724	80	135
2725	79	135
2726	78	135
2727	78	135
2728	77	135
2729	77	135
2730	76	135
2731	75	135
2732	74	135
2733	73	135
2734	73	135
2735	72	135
2736	71	135
2737	70	135
2738	69	135
2739	68	135
2740	67	135
2741	66	135
2742	65	135
2743	64	135
2744	64	135
2745	63	135
2746	62	135
2747	61	135
2748	60	135
2749	60	135
2750	59	135
2751	58	135
2752	58	135
2753	57	135
2754	57	135
2755	56	135
2756	56	135
2757	56	135
2758	56	135
2759	55	135
2760	55	135
2761	56	135
2762	56	135
2763	56	135
2764	56	135
2765	57	135
2766	57	135
2767	58	135
2768	59	135
2769	59	135
2770	60	135
2771	61	135
2772	62	135
2773	63	135
2774	64	135
2775	65	135
2776	66	135
2777	67	135
2778	68	135
2779	70	135
2780	71	135
2781	71	135
2782	73	135
2783	74	135
2784	75	135
2785	77	135
2786	78	135
2787	79	135
2788	81	135
2789	82	135
2790	83	135
2791	84	135
2792	86	135
2793	87	135
2794	88	135
2795	90	135
2796	91	135
2797	92	135
2798	94	135
2799	94	135
2800	96	135
2801	97	135
2802	98	135
2803	99	135
2804	100	135
2805	102	135
2806	103	135
2807	104	135
2808	105	135
2809	106	135
2810	107	135
2811	108	135
2812	109	135
2813	109	135
2814	110	135
2815	111	135
2816	111	135
2817	112	135
2818	112	135
2819	113	135
2820	113	135
2821	114	135
2822	114	135
2823	114	135
2824	114	135
2825	114	135
2826	114	135
2827	113	135
2828	113	135
2829	112	135
2830	112	135
2831	111	135
2832	110	135
2833	110	135
2834	109	135
2835	108	135
2836	107	135
2837	106	135
2838	105	135
2839	104	135
2840	103	135
2841	102	135
2842	101	135
2843	99	135
2844	98	135
2845	97	135
2846	96	135
2847	95	135
2848	94	135
2849	93	135
2850	92	135
2851	91	135
2852	90	135
2853	89	135
2854	88	135
2855	86	135
2856	86	135
2857	85	135
2858	85	135
2859	84	135
2860	83	135
2861	82	135
2862	82	135
2863	81	135
2864	80	135
2865	79	135
2866	79	135
2867	78	135
2868	77	135
2869	77	135
2870	76	135
2871	75	135
2872	75	135
2873	74	135
2874	74	135
2875	73	135
2876	73	135
2877	72	135
2878	72	135
2879	72	135
2880	71	135
2881	71	135
2882	71	135
2883	71	135
2884	71	135
2885	71	135
2886	70	135
2887	70	135
2888	70	135
2889	71	135
2890	71	135
2891	71	135
2892	71	135
2893	71	135
2894	71	135
2895	72	135
2896	72	135
2897	72	135
2898	73	135
2899	73	135
2900	74	135
2901	74	135
2902	74	135
2903	75	135
2904	75	135
2905	76	135
2906	76	135
2907	77	135
2908	77	135
2909	78	135
2910	78	135
2911	79	135
2912	79	135
2913	80	135
2914	80	135
2915	81	135
2916	81	135
2917	82	135
2918	82	135
2919	82	135
2920	83	135
2921	83	135
2922	84	135
2923	84	135
2924	84	135
2925	85	135
2926	85	135
2927	85	135
2928	85	135
2929	85	135
2930	86	135
2931	86	135
2932	86	135
2933	86	135
2934	86	135
2935	87	135
2936	87	135
2937	87	135
2938	87	135
2939	87	135
2940	87	135
2941	87	135
2942	87	135
2943	87	135
2944	87	135
2945	86	135
2946	87	135
2947	86	135
2948	86	135
2949	86	135
2950	86	135
2951	86	135
2952	86	135
2953	86	134
2954	86	135
2955	86	135
2956	86	135
2957	86	135
2958	85	135
2959	85	135
2960	85	135
2961	85	135
2962	85	135
2963	84	135
2964	84	135
2965	84	135
2966	84	135
2967	83	135
2968	83	135
2969	82	135
2970	82	135
2971	82	135
2972	82	135
2973	81	135
2974	81	135
2975	81	135
2976	80	135
2977	80	135
2978	80	135
2979	79	135
2980	79	135
2981	79	135
2982	79	135
2983	78	135
2984	78	135
2985	78	135
2986	77	135
2987	77	135
2988	77	135
2989	77	135
2990	77	135
2991	76	135
2992	76	135
2993	76	135
2994	75	135
2995	75	135
2996	75	135
2997	75	135
2998	75	135
2999	74	135
3000	74	135
3001	73	134
3002	73	135
3003	72	134
3004	73	135
3005	72	135
3006	72	135
3007	72	135
3008	71	135
3009	71	135
3010	71	135
3011	70	135
3012	70	135
3013	70	135
3014	70	135
3015	69	135
3016	69	135
3017	69	135
3018	69	135
3019	69	135
3020	69	135
3021	68	135
3022	68	135
3023	68	135
3024	68	134
3025	68	135
3026	68	135
3027	69	135
3028	69	135
3029	69	135
3030	69	135
3031	69	135
3032	69	135
3033	70	135
3034	70	135
3035	70	135
3036	70	135
3037	70	135
3038	71	135
3039	71	135
3040	71	135
3041	71	135
3042	72	135
3043	72	135
3044	73	134
3045	73	135
3046	74	135
3047	74	135
3048	74	135
3049	75	135
3050	75	135
3051	76	135
3052	77	135
3053	77	135
3054	78	135
3055	78	135
3056	79	135
3057	79	135
3058	80	135
3059	80	135
3060	81	135
3061	82	135
3062	82	135
3063	82	135
3064	83	135
3065	84	135
3066	84	135
3067	85	135
3068	85	135
3069	86	135
3070	86	135
3071	87	135
3072	87	135
3073	87	135
3074	88	135
3075	88	135
3076	89	135
3077	87	135
3078	89	135
3079	89	135
3080	89	135
3081	89	135
3082	89	135
3083	90	135
3084	90	135
3085	89	135
3086	89	135
3087	89	135
3088	89	135
3089	89	135
3090	89	135
3091	89	135
3092	88	135
3093	88	135
3094	88	135
3095	87	135
3096	87	135
3097	87	135
3098	86	135
3099	86	135
3100	86	135
3101	85	135
3102	85	135
3103	84	135
3104	84	135
3105	83	135
3106	83	135
3107	82	135
3108	82	135
3109	81	135
3110	81	135
3111	80	135
3112	79	135
3113	79	135
3114	79	135
3115	78	135
3116	78	135
3117	77	135
3118	77	134
3119	76	135
3120	76	135
3121	75	135
3122	75	135
3123	74	135
3124	74	135
3125	74	135
3126	73	135
3127	73	135
3128	72	135
3129	72	135
3130	72	135
3131	71	135
3132	71	134
3133	71	135
3134	70	135
3135	70	134
3136	70	134
3137	70	134
3138	69	135
3139	69	135
3140	69	135
3141	68	135
3142	68	135
3143	68	134
3144	68	135
3145	68	135
3146	68	135
3147	68	135
3148	67	135
3149	67	135
3150	67	135
3151	67	135
3152	67	135
3153	67	135
3154	67	135
3155	67	135
3156	68	135
3157	67	135
3158	68	135
3159	67	135
3160	68	135
3161	68	135
3162	68	135
3163	68	135
3164	68	135
3165	69	135
3166	69	135
3167	69	135
3168	69	134
3169	70	135
3170	70	134
3171	70	135
3172	70	135
3173	71	135
3174	71	134
3175	71	135
3176	71	134
3177	71	135
3178	72	135
3179	72	135
3180	72	134
3181	72	134
3182	72	135
3183	73	134
3184	72	135
3185	73	135
3186	73	134
3187	73	135
3188	73	135
3189	73	135
3190	73	135
3191	74	135
3192	74	135
3193	73	135
3194	74	135
3195	74	135
3196	74	135
3197	74	135
3198	74	135
3199	74	135
3200	74	134
3201	74	134
3202	75	134
3203	75	135
3204	75	135
3205	75	135
3206	75	135
3207	76	135
3208	76	134
3209	76	134
3210	77	134
3211	77	135
3212	77	135
3213	77	134
3214	78	135
3215	78	135
3216	78	134
3217	79	135
3218	79	135
3219	79	135
3220	79	135
3221	80	135
3222	80	135
3223	80	134
3224	80	135
3225	79	134
3226	80	134
3227	81	135
3228	81	135
3229	81	135
3230	81	135
3231	81	135
3232	81	135
3233	81	135
3234	81	135
3235	81	135
3236	81	135
3237	81	135
3238	81	135
3239	82	135
3240	82	135
3241	82	135
3242	82	135
3243	82	135
3244	82	134
3245	83	135
3246	84	135
3247	85	135
3248	85	135
3249	86	135
3250	86	135
3251	88	135
3252	89	135
3253	90	135
3254	91	134
3255	92	135
3256	94	135
3257	95	135
3258	96	135
3259	97	135
3260	99	134
3261	100	135
3262	102	134
3263	103	135
3264	105	135
3265	106	135
3266	108	135
3267	110	134
3268	111	135
3269	112	135
3270	114	135
3271	115	134
3272	117	135
3273	118	135
3274	120	135
3275	121	135
3276	122	135
3277	123	135
3278	125	135
3279	126	135
3280	127	135
3281	127	135
3282	128	135
3283	129	135
3284	130	135
3285	131	134
3286	132	135
3287	132	135
3288	133	135
3289	134	135
3290	134	135
3291	135	135
3292	135	135
3293	136	135
3294	137	135
3295	137	135
3296	138	135
3297	138	135
3298	138	134
3299	138	135
3300	140	135
3301	140	134
3302	140	135
3303	141	135
3304	141	135
3305	141	135
3306	142	135
3307	142	135
3308	142	135
3309	142	135
3310	142	135
3311	142	135
3312	142	135
3313	142	135
3314	142	135
3315	142	135
3316	141	135
3317	141	135
3318	141	135
3319	140	135
3320	139	135
3321	139	135
3322	138	135
3323	137	135
3324	136	135
3325	135	135
3326	134	135
3327	133	134
3328	132	134
3329	131	134
3330	129	135
3331	128	135
3332	126	135
3333	125	135
3334	123	135
3335	122	135
3336	120	134
3337	117	134
3338	116	135
3339	114	135
3340	112	135
3341	110	135
3342	108	135
3343	105	134
3344	103	135
3345	101	135
3346	99	135
3347	97	135
3348	94	135
3349	91	135
3350	88	135
3351	86	135
3352	83	135
3353	80	134
3354	78	135
3355	75	135
3356	72	134
3357	70	135
3358	67	135
3359	64	135
3360	61	135
3361	59	134
3362	56	134
3363	53	134
3364	50	135
3365	48	135
3366	46	135
3367	43	135
3368	41	135
3369	39	134
3370	37	134
3371	35	134
3372	33	134
3373	30	134
3374	30	134
3375	28	135
3376	27	134
3377	25	134
3378	23	134
3379	22	134
3380	21	135
3381	20	135
3382	19	135
3383	18	135
3384	17	135
3385	17	134
3386	16	135
3387	15	134
3388	15	134
3389	15	134
3390	15	134
3391	15	135
3392	14	134
3393	14	134
3394	15	134
3395	15	134
3396	15	135
3397	16	135
3398	16	134
3399	17	134
3400	18	134
3401	18	135
3402	20	135
3403	21	135
3404	22	134
3405	23	134
3406	25	134
3407	27	135
3408	28	135
3409	30	134
3410	31	134
3411	33	135
3412	35	134
3413	37	134
3414	39	134
3415	41	134
3416	43	134
3417	45	134
3418	47	134
3419	50	134
3420	52	134
3421	55	135
3422	58	134
3423	60	135
3424	62	134
3425	65	134
3426	67	134
3427	70	135
3428	73	135
3429	75	135
3430	78	135
3431	80	134
3432	83	135
3433	86	135
3434	89	135
3435	92	135
3436	94	135
3437	97	135
3438	99	135
3439	102	135
3440	104	135
3441	106	135
3442	109	134
3443	111	134
3444	113	135
3445	114	135
3446	117	135
3447	117	134
3448	120	134
3449	122	135
3450	123	135
3451	125	135
3452	126	135
3453	127	135
3454	128	135
3455	129	135
3456	130	135
3457	131	135
3458	131	134
3459	131	135
3460	132	135
3461	132	134
3462	132	135
3463	132	135
3464	132	135
3465	131	134
3466	131	135
3467	131	135
3468	130	135
3469	129	135
3470	129	135
3471	128	135
3472	127	135
3473	126	135
3474	125	135
3475	124	135
3476	122	135
3477	121	135
3478	119	135
3479	118	135
3480	116	135
3481	114	135
3482	113	135
3483	111	135
3484	109	135
3485	107	135
3486	105	135
3487	103	135
3488	101	135
3489	99	135
3490	97	135
3491	95	135
3492	93	135
3493	90	135
3494	87	135
3495	85	135
3496	82	135
3497	80	135
3498	77	135
3499	74	135
3500	72	135
3501	69	135
3502	67	135
3503	64	135
3504	62	135
3505	59	135
3506	56	135
3507	54	135
3508	51	135
3509	49	135
3510	46	135
3511	44	134
3512	42	135
3513	40	135
3514	37	134
3515	36	134
3516	33	135
3517	32	134
3518	30	135
3519	28	134
3520	27	135
3521	25	135
3522	24	134
3523	23	134
3524	22	134
3525	21	135
3526	20	134
3527	19	134
3528	18	135
3529	18	134
3530	17	134
3531	17	135
3532	16	134
3533	16	135
3534	16	135
3535	16	135
3536	15	134
3537	16	134
3538	16	135
3539	16	135
3540	16	134
3541	16	134
3542	17	135
3543	18	135
3544	18	135
3545	19	135
3546	20	135
3547	20	135
3548	21	135
3549	22	134
3550	24	135
3551	24	135
3552	26	135
3553	27	134
3554	29	135
3555	30	135
3556	31	135
3557	33	135
3558	35	135
3559	36	134
3560	38	134
3561	40	134
3562	42	135
3563	44	135
3564	46	135
3565	48	134
3566	50	134
3567	52	135
3568	54	135
3569	57	135
3570	59	135
3571	61	135
3572	63	135
3573	65	134
3574	66	134
3575	69	135
3576	70	134
3577	72	135
3578	74	135
3579	75	135
3580	77	134
3581	78	135
3582	80	135
3583	81	135
3584	82	135
3585	84	135
3586	85	135
3587	87	135
3588	87	134
3589	89	135
3590	90	135
3591	91	135
3592	92	135
3593	94	135
3594	95	135
3595	95	134
3596	97	135
3597	98	134
3598	99	135
3599	100	135
3600	102	135
3601	103	135
3602	103	135
3603	105	135
3604	106	135
3605	107	135
3606	108	135
3607	109	135
3608	110	135
3609	111	135
3610	112	135
3611	113	135
3612	113	135
3613	114	135
3614	114	135
3615	114	135
3616	115	135
3617	114	135
3618	114	135
3619	114	135
3620	114	135
3621	113	135
3622	113	135
3623	112	135
3624	111	135
3625	109	135
3626	108	135
3627	107	135
3628	105	135
3629	104	135
3630	102	135
3631	101	135
3632	99	135
3633	97	135
3634	96	135
3635	94	135
3636	92	135
3637	91	135
3638	89	135
3639	87	135
3640	86	135
3641	84	135
3642	83	135
3643	82	135
3644	80	135
3645	79	135
3646	78	135
3647	78	135
3648	77	135
3649	76	135
3650	75	135
3651	74	135
3652	74	135
3653	74	135
3654	73	135
3655	72	135
3656	72	135
3657	72	135
3658	71	134
3659	71	134
3660	70	134
3661	70	134
3662	69	134
3663	69	134
3664	68	134
3665	68	134
3666	67	134
3667	66	134
3668	65	134
3669	64	134
3670	64	134
3671	63	135
3672	63	135
3673	62	135
3674	61	135
3675	60	135
3676	59	136
3677	58	136
3678	58	137
3679	57	137
3680	56	137
3681	55	138
3682	55	139
3683	54	140
3684	54	140
3685	53	141
3686	53	142
3687	53	143
3688	53	144
3689	52	144
3690	53	146
3691	53	146
3692	53	147
3693	53	148
3694	53	149
3695	54	150
3696	54	151
3697	55	153
3698	56	154
3699	57	154
3700	57	155
3701	58	156
3702	59	157
3703	60	158
3704	61	159
3705	62	159
3706	62	161
3707	63	161
3708	64	162
3709	65	163
3710	65	164
3711	66	164
3712	67	165
3713	68	166
3714	69	166
3715	70	167
3716	71	168
3717	71	168
3718	72	169
3719	73	169
3720	74	170
3721	75	171
3722	76	171
3723	77	172
3724	78	172
3725	79	173
3726	80	173
3727	81	174
3728	82	174
3729	82	174
3730	84	175
3731	85	175
3732	85	175
3733	87	176
3734	88	176
3735	89	176
3736	89	176
3737	90	177
3738	91	177
3739	92	177
3740	92	177
3741	93	176
3742	93	176
3743	92	176
3744	94	176
3745	94	176
3746	94	175
3747	94	175
3748	94	174
3749	94	174
3750	94	173
3751	94	173
3752	93	172
3753	93	171
3754	92	170
3755	92	169
3756	91	169
3757	91	167
3758	90	167
3759	90	166
3760	89	165
3761	89	163
3762	88	162
3763	87	161
3764	87	160
3765	87	159
3766	86	158
3767	85	157
3768	85	156
3769	85	154
3770	84	154
3771	84	152
3772	83	151
3773	83	150
3774	82	149
3775	82	148
3776	81	147
3777	81	146
3778	80	145
3779	80	144
3780	79	143
3781	79	142
3782	78	141
3783	78	140
3784	77	139
3785	77	138
3786	76	137
3787	76	137
3788	75	136
3789	74	135
3790	74	135
3791	74	134
3792	73	133
3793	73	132
3794	72	132
3795	71	131
3796	71	131
3797	71	129
3798	70	129
3799	70	129
3800	70	128
3801	69	127
3802	69	127
3803	68	126
3804	68	125
3805	68	125
3806	68	125
3807	67	124
3808	67	124
3809	67	123
3810	67	123
3811	67	123
3812	67	122
3813	67	122
3814	68	122
3815	68	122
3816	68	121
3817	68	121
3818	69	121
3819	70	121
3820	71	121
3821	71	120
3822	71	120
3823	72	120
3824	73	121
3825	74	120
3826	75	120
3827	76	120
3828	77	121
3829	77	121
3830	78	121
3831	79	121
3832	80	121
3833	81	121
3834	82	122
3835	82	122
3836	83	122
3837	84	123
3838	85	123
3839	85	123
3840	85	123
3841	86	124
3842	86	124
3843	86	124
3844	86	124
3845	86	125
3846	86	125
3847	87	125
3848	86	125
3849	86	126
3850	86	126
3851	86	127
3852	86	127
3853	86	127
3854	86	127
3855	85	128
3856	85	128
3857	85	129
3858	85	129
3859	85	129
3860	85	129
3861	85	130
3862	84	131
3863	84	131
3864	84	131
3865	83	132
3866	83	132
3867	83	132
3868	82	133
3869	82	134
3870	82	134
3871	81	134
3872	81	135
3873	80	135
3874	80	136
3875	79	136
3876	78	137
3877	77	137
3878	77	137
3879	76	137
3880	75	138
3881	74	138
3882	73	139
3883	72	139
3884	71	139
3885	70	139
3886	68	140
3887	68	140
3888	67	140
3889	65	141
3890	65	141
3891	63	141
3892	63	141
3893	62	141
3894	61	141
3895	61	141
3896	60	141
3897	60	141
3898	59	141
3899	58	141
3900	58	141
3901	58	141
3902	57	141
3903	58	141
3904	57	140
3905	57	140
3906	57	140
3907	57	140
3908	57	140
3909	58	140
3910	58	139
3911	58	139
3912	58	139
3913	59	138
3914	59	138
3915	60	138
3916	60	137
3917	61	137
3918	61	136
3919	62	136
3920	63	135
3921	64	135
3922	64	134
3923	65	134
3924	66	133
3925	67	132
3926	69	131
3927	70	131
3928	71	130
3929	72	129
3930	74	128
3931	75	127
3932	77	127
3933	78	126
3934	80	125
3935	82	124
3936	83	124
3937	85	123
3938	87	122
3939	88	121
3940	90	120
3941	91	119
3942	93	119
3943	94	118
3944	95	117
3945	97	116
3946	98	115
3947	100	115
3948	100	114
3949	101	114
3950	102	113
3951	103	113
3952	103	112
3953	104	112
3954	105	112
3955	106	111
3956	106	111
3957	106	110
3958	106	110
3959	107	110
3960	107	110
3961	107	110
3962	107	110
3963	107	110
3964	107	110
3965	106	110
3966	107	110
3967	107	110
3968	107	110
3969	107	111
3970	106	111
3971	106	111
3972	106	112
3973	106	112
3974	105	112
3975	105	113
3976	104	114
3977	103	114
3978	103	114
3979	102	115
3980	101	115
3981	100	116
3982	99	117
3983	98	118
3984	97	118
3985	96	119
3986	95	120
3987	94	120
3988	93	122
3989	92	122
3990	91	123
3991	90	124
3992	89	125
3993	88	125
3994	87	126
3995	86	127
3996	85	128
3997	84	128
3998	83	129
3999	83	130
4000	82	131
4001	82	132
4002	81	132
4003	81	133
4004	80	134
4005	79	134
4006	79	134
4007	78	135
4008	78	136
4009	78	136
4010	77	137
4011	77	137
4012	77	137
4013	76	138
4014	76	138
4015	75	138
4016	75	139
4017	74	139
4018	74	139
4019	73	139
4020	73	140
4021	72	139
4022	72	140
4023	71	140
4024	71	140
4025	70	140
4026	70	140
4027	70	140
4028	69	140
4029	69	140
4030	69	140
4031	69	140
4032	68	140
4033	68	140
4034	68	140
4035	68	140
4036	68	140
4037	68	140
4038	69	141
4039	67	140
4040	69	141
4041	69	141
4042	69	140
4043	70	140
4044	70	141
4045	71	141
4046	71	141
4047	71	141
4048	72	141
4049	72	141
4050	73	141
4051	73	141
4052	73	141
4053	74	141
4054	74	141
4055	74	141
4056	75	141
4057	75	141
4058	75	141
4059	76	141
4060	76	141
4061	77	141
4062	77	141
4063	77	141
4064	78	141
4065	78	141
4066	78	141
4067	79	141
4068	79	141
4069	79	141
4070	80	141
4071	80	141
4072	80	140
4073	80	140
4074	81	140
4075	81	140
4076	82	140
4077	82	140
4078	82	139
4079	82	139
4080	82	139
4081	83	138
4082	83	137
4083	83	137
4084	83	137
4085	83	136
4086	83	135
4087	84	135
4088	84	134
4089	83	133
4090	84	133
4091	84	132
4092	83	131
